year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brands,car_names,variants,insurance
2015,425000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Magna,Comprehensive
2019,480000,13000,Petrol,Individual,Manual,First Owner,19.44 kmpl,999 CC,75 bhp,5.0,Volkswagen,Ameo,1.0 MPI Trendline,Third Party
2014,400000,60000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Sportz,Comprehensive
2014,487000,35000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXI,Third Party
2016,386000,44000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,82 bhp,5.0,Hyundai,Xcent,1.2 Kappa S,Comprehensive
2005,100000,120000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1493 CC,100 bhp,5.0,Honda,City,1.5 EXI,Comprehensive
2010,300000,60000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,5.0,Toyota,Corolla,Altis Diesel D4DG,Third Party
2000,100000,60000,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,5.0,Daewoo,Matiz,SD,Comprehensive
2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2982 CC,168.5 bhp,7.0,Toyota,Fortuner,4x2 Manual,Third Party
2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82 bhp,6.0,Mahindra,KUV,100 mFALCON G80 K8,Comprehensive
2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,5.0,Tata,Zest,Quadrajet 1.3 75PS XM,Comprehensive
2009,345000,47000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,5.0,Honda,City,1.5 S MT,Third Party
2005,85000,90000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Comprehensive
2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R VXI BS IV with ABS,Third Party
2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2 kmpl,1599 CC,103.2 bhp,5.0,Hyundai,Verna,Transform SX VTVT,Comprehensive
2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0,Maruti,Swift,Dzire VXI,Comprehensive
2005,65000,86000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1341 CC,83 bhp,5.0,Hyundai,Getz,GLS,Third Party
2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,Elite,i20 Sportz Plus BSIV,Comprehensive
2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Ciaz,1.3 Alpha,Third Party
2019,520000,14000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5.0,Tata,Tigor,1.2 Revotron XZ,Comprehensive
2015,580000,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0,Maruti,Ertiga,VDI,Comprehensive
2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5.0,Honda,City,i VTEC S,Third Party
2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8 bhp,5.0,Honda,Brio,S MT,Comprehensive
2016,360000,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16 bhp,5.0,Maruti,Wagon,R LXI CNG,Third Party
2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0,Maruti,Swift,Dzire VXI,Comprehensive
2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5.0,Hyundai,i20,Sportz 1.2,Comprehensive
2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5.0,Maruti,Wagon,R AMT VXI,Third Party
2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,Dzire VXI 1.2,Comprehensive
2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Third Party
2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,Dzire AMT VXI BS IV,Comprehensive
2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,VXI Optional,Comprehensive
2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,7.0,Tata,Hexa,XE,Third Party
2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5.0,Hyundai,i20,Magna,Comprehensive
2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0,Maruti,Swift,Dzire VDI,Third Party
2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R VXI BS IV,Comprehensive
2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,5.0,Toyota,Corolla,Altis 1.8 VL AT,Comprehensive
2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5.0,Honda,Brio,S MT,Third Party
2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0,Maruti,Baleno,Alpha Automatic,Comprehensive
2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7.0,Tata,Safari,Storme EX,Third Party
2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0,Renault,KWID,RXT,Comprehensive
2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,5.0,Datsun,GO,T BSIV,Third Party
2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza VDi Option,Comprehensive
2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,Xcent,1.2 VTVT SX,Third Party
2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Comprehensive
2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80 bhp,5.0,Hyundai,i20,1.2 Sportz,Comprehensive
2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5.0,Tata,Zest,Revotron 1.2 XT,Third Party
2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5.0,Nissan,Sunny,XL,Comprehensive
2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,5.0,Ford,EcoSport,1.5 Petrol Titanium Plus BSIV,Third Party
2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,5.0,Nissan,Micra,Active XV S,Comprehensive
2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R LXI Optional,Comprehensive
2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83 kmpl,2696 CC,162 bhp,7.0,Mahindra,Ssangyong,Rexton RX5,Third Party
2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,7.0,Mahindra,Quanto,C8,Comprehensive
2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Ritz,LDi,Third Party
2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Creta,1.6 CRDi SX Plus Dual Tone,Comprehensive
2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0,Renault,KWID,RXT,Comprehensive
2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0,Maruti,Ertiga,VDI,Third Party
2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W4,Comprehensive
2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5.0,Maruti,Eeco,5 Seater AC BSIV,Third Party
2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5.0,Hyundai,Santro,Xing GLS,Comprehensive
2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,5.0,Hyundai,Accent,GLE,Comprehensive
2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W8 2WD,Third Party
2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,7.0,Toyota,Innova,2.5 EV (Diesel) PS 7 Seater BS IV,Comprehensive
2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Third Party
2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5.0,Honda,Amaze,S CVT Petrol BSIV,Comprehensive
2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Sportz 1.2,Comprehensive
2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Third Party
2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0,Maruti,Ertiga,SHVS ZDI Plus,Comprehensive
2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1341 CC,82.9 bhp,5.0,Hyundai,Getz,1.3 GVS,Third Party
2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,5.0,Hyundai,i20,1.2 Magna,Comprehensive
2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,5.0,Maruti,Swift,LXI Optional-O,Comprehensive
2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,5.0,Tata,Indica,Vista TDI LS,Third Party
2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,2015-2017 Asta 1.4 CRDi,Comprehensive
2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8 kmpl,1248 CC,74 bhp,5.0,Maruti,Ignis,1.3 Alpha,Third Party
2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0,Tata,Hexa,XTA,Comprehensive
2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,8.0,Mahindra,Marazzo,M6 8Str,Comprehensive
2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3 bhp,5.0,Hyundai,Verna,1.6 CRDI,Third Party
2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Comprehensive
2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire LDi,Third Party
2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0,Honda,City,i DTEC V,Comprehensive
2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire ZDi,Comprehensive
2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,5.0,Hyundai,Xcent,1.2 CRDi E,Third Party
2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7.0,Toyota,Fortuner,3.0 Diesel,Comprehensive
2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5.0,Tata,Tiago,1.05 Revotorq XZ,Third Party
2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6 bhp,5.0,Nissan,Sunny,XL AT Special Edition,Comprehensive
2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,Elite,i20 Magna Plus BSIV,Comprehensive
2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0,Maruti,Swift,Dzire VXI,Third Party
2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,7.0,Toyota,Innova,2.5 GX 7 STR,Comprehensive
2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6.0,Mahindra,Thar,CRDe,Third Party
2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire ZDi,Comprehensive
2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,1.2 DLX (Only Delhi),Comprehensive
2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,5.0,Datsun,GO,D Petrol,Third Party
2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,Asta 1.4 CRDi,Comprehensive
2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9.0,Mahindra,Scorpio,LX,Third Party
2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,7.0,Tata,Sumo,Gold EX BSIII,Comprehensive
2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69 bhp,5.0,Tata,Tiago,Wizz 1.05 Revotorq,Comprehensive
2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5.0,Tata,Zest,Revotron 1.2 XT,Third Party
2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94 bhp,5.0,Hyundai,Accent,GLE,Comprehensive
2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5.0,Honda,Brio,Exclusive Edition,Third Party
2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 AT Asta,Comprehensive
2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,5.0,Tata,Manza,Club Class Quadrajet90 LX,Comprehensive
2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LX,Third Party
2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1 bhp,7.0,Tata,New,Safari DICOR 2.2 EX 4x2,Comprehensive
2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0,Mahindra,Bolero,SLE,Third Party
2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0,Mahindra,Bolero,DI DX 7 Seater,Comprehensive
2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9 kmpl,2143 CC,170 bhp,5.0,Mercedes-Benz,GL-Class,220d 4MATIC Sport,Comprehensive
2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8.0,Maruti,Omni,E MPI STD BS IV,Third Party
2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Sportz,Comprehensive
2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Sportz AT,Third Party
2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,VXI Deca,Comprehensive
2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Sportz AT,Comprehensive
2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,VXI,Third Party
2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 ZLX,Comprehensive
2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1 kmpl,1591 CC,121.3 bhp,5.0,Hyundai,Verna,1.6 SX VTVT (O),Third Party
2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,i20,Active 1.2,Comprehensive
2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Baleno,Zeta,Comprehensive
2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,5.0,Hyundai,i20,1.2 Asta,Third Party
2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXI,Comprehensive
2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Third Party
2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXI,Comprehensive
2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,5.0,Hyundai,Grand,i10 CRDi Sportz,Comprehensive
2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXI,Third Party
2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,5.0,Chevrolet,Beat,LS,Comprehensive
2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1199 CC,84 bhp,5.0,Tata,Tigor,1.2 Revotron XZA,Third Party
2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,Std,Comprehensive
2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5.0,Honda,City,i-DTEC VX,Comprehensive
2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5.0,Honda,City,i-DTEC VX,Third Party
2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7 bhp,7.0,Maruti,Ertiga,VXI,Comprehensive
2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,5.0,Nissan,Terrano,XV Premium 110 PS,Third Party
2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5.0,Honda,City,i VTEC VX,Comprehensive
2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5.0,Renault,KWID,RXL,Comprehensive
2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0,Toyota,Innova,2.5 GX (Diesel) 8 Seater,Third Party
2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R VXI BS IV,Comprehensive
2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,5.0,Hyundai,Creta,1.4 CRDi S Plus,Third Party
2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0,Tata,Tiago,1.2 Revotron XZ,Comprehensive
2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0,Hyundai,Grand,i10 1.2 CRDi Sportz,Comprehensive
2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0,Maruti,Baleno,Zeta Automatic,Third Party
2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,5.0,Maruti,Swift,ZXI ABS,Comprehensive
2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXi AT,Third Party
2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,LXI Option,Comprehensive
2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,5.0,Hyundai,i20,1.2 Asta,Comprehensive
2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Third Party
2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0,Maruti,Celerio,LXI,Comprehensive
2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8.0,Toyota,Innova,2.5 V Diesel 8-seater,Third Party
2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Ritz,LDi,Comprehensive
2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5.0,Nissan,Micra,Diesel XV,Comprehensive
2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Third Party
2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1 kmpl,1591 CC,121.3 bhp,5.0,Hyundai,Verna,1.6 SX VTVT (O),Comprehensive
2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,5.0,Maruti,Zen,Estilo LXI BSIII,Third Party
2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LX,Comprehensive
2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire ZDi,Comprehensive
2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,5.0,Maruti,A-Star,Vxi,Third Party
2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0,Maruti,Ertiga,VDI,Comprehensive
2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,5.0,Maruti,Swift,Ldi BSIII,Third Party
2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5.0,Nissan,Micra,Diesel XV,Comprehensive
2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R LXI,Comprehensive
2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0,Ford,Figo,Diesel Titanium,Third Party
2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,5.0,Mahindra,XUV300,W8 Option BSIV,Comprehensive
2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Creta,1.6 CRDi AT SX Plus,Third Party
2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,VXI BSIV,Comprehensive
2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,5.0,Datsun,GO,T Option BSIV,Comprehensive
2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Asta,Third Party
2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,7.0,Toyota,Fortuner,2.8 2WD MT BSIV,Comprehensive
2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,5.0,Renault,KWID,RXL,Third Party
2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,5.0,Honda,Brio,1.2 VX MT,Comprehensive
2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5.0,Volkswagen,Ameo,1.2 MPI Comfortline Plus,Comprehensive
2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,5.0,Nissan,Sunny,XV Special Edition,Third Party
2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59 kmpl,1364 CC,67.06 bhp,5.0,Toyota,Etios,Liva GD SP,Comprehensive
2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Sportz,Third Party
2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5.0,Renault,Duster,85PS Diesel RxL,Comprehensive
2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W8 2WD,Comprehensive
2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,7.0,Toyota,Innova,2.5 V Diesel 7-seater,Third Party
2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64 kmpl,1193 CC,64.08 bhp,5.0,Tata,Indigo,CS eGLX BS IV,Comprehensive
2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5 kmpl,1797 CC,147.5 bhp,5.0,Hyundai,Elantra,SX AT,Third Party
2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,5.0,Mercedes-Benz,New,C-Class 220 CDI AT,Comprehensive
2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,4.0,Tata,Nano,STD,Comprehensive
2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,5.0,Nissan,Micra,Diesel XL,Third Party
2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R LXI,Comprehensive
